Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2004","2004","7021","Annual value","USD","2412.5","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2005","2005","7021","Annual value","USD","2248.6","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2006","2006","7021","Annual value","USD","2218.1","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2007","2007","7021","Annual value","USD","2330.1","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2008","2008","7021","Annual value","USD","2632.3","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2009","2009","7021","Annual value","USD","2748.8","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2010","2010","7021","Annual value","USD","2802.8","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2011","2011","7021","Annual value","USD","3296.2","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2012","2012","7021","Annual value","USD","3121.5","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2013","2013","7021","Annual value","USD","3157.8","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2014","2014","7021","Annual value","USD","3194.7","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2015","2015","7021","Annual value","USD","3041.4","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2016","2016","7021","Annual value","USD","2970.4","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2017","2017","7021","Annual value","USD","2972.5","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2018","2018","7021","Annual value","USD","2993.2","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2019","2019","7021","Annual value","USD","2945.3","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2020","2020","7021","Annual value","USD","3117.7","A","Official figure"
"PP","Producer Prices","788","Tunisia","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","1996","1996","7021","Annual value","USD","2414.2","A","Official figure"
"PP","Producer Prices","788","Tunisia","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","1997","1997","7021","Annual value","USD","2170.2","A","Official figure"
"PP","Producer Prices","788","Tunisia","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","1998","1998","7021","Annual value","USD","2151.6","A","Official figure"
"PP","Producer Prices","788","Tunisia","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","1999","1999","7021","Annual value","USD","2107.6","A","Official figure"
"PP","Producer Prices","788","Tunisia","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2000","2000","7021","Annual value","USD","1823.9","A","Official figure"
"PP","Producer Prices","788","Tunisia","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2001","2001","7021","Annual value","USD","1772.4","A","Official figure"
"PP","Producer Prices","788","Tunisia","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2002","2002","7021","Annual value","USD","1793.6","A","Official figure"
"PP","Producer Prices","788","Tunisia","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2003","2003","7021","Annual value","USD","2002.3","A","Official figure"
"PP","Producer Prices","788","Tunisia","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2004","2004","7021","Annual value","USD","2071.5","A","Official figure"
"PP","Producer Prices","788","Tunisia","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2005","2005","7021","Annual value","USD","2004","A","Official figure"
"PP","Producer Prices","788","Tunisia","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2006","2006","7021","Annual value","USD","1953.4","A","Official figure"
"PP","Producer Prices","788","Tunisia","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2007","2007","7021","Annual value","USD","2029","A","Official figure"
"PP","Producer Prices","788","Tunisia","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2008","2008","7021","Annual value","USD","1728.8","A","Official figure"
"PP","Producer Prices","788","Tunisia","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2009","2009","7021","Annual value","USD","1666.3","A","Official figure"
"PP","Producer Prices","788","Tunisia","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2010","2010","7021","Annual value","USD","1606.8","A","Official figure"
"PP","Producer Prices","788","Tunisia","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2011","2011","7021","Annual value","USD","1731.8","A","Official figure"
"PP","Producer Prices","788","Tunisia","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2012","2012","7021","Annual value","USD","1664.6","A","Official figure"
"PP","Producer Prices","788","Tunisia","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2013","2013","7021","Annual value","USD","1723.4","A","Official figure"
"PP","Producer Prices","788","Tunisia","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2014","2014","7021","Annual value","USD","1767.1","A","Official figure"
"PP","Producer Prices","788","Tunisia","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2015","2015","7021","Annual value","USD","1605.8","A","Official figure"
"PP","Producer Prices","788","Tunisia","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2016","2016","7021","Annual value","USD","1510.2","A","Official figure"
"PP","Producer Prices","788","Tunisia","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2018","2018","7021","Annual value","USD","1583","A","Official figure"
"PP","Producer Prices","788","Tunisia","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2019","2019","7021","Annual value","USD","1470.8","A","Official figure"
"PP","Producer Prices","788","Tunisia","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2020","2020","7021","Annual value","USD","1580.5","A","Official figure"
"PP","Producer Prices","792","Türkiye","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","1999","1999","7021","Annual value","USD","1943.9","A","Official figure"
"PP","Producer Prices","792","Türkiye","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2000","2000","7021","Annual value","USD","2204.9","A","Official figure"
"PP","Producer Prices","792","Türkiye","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2001","2001","7021","Annual value","USD","1222.8","A","Official figure"
"PP","Producer Prices","792","Türkiye","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2003","2003","7021","Annual value","USD","3346.7","A","Official figure"
"PP","Producer Prices","792","Türkiye","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2004","2004","7021","Annual value","USD","3220.1","A","Official figure"
"PP","Producer Prices","792","Türkiye","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2005","2005","7021","Annual value","USD","3557.6","A","Official figure"
"PP","Producer Prices","792","Türkiye","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2006","2006","7021","Annual value","USD","3808.2","A","Official figure"
"PP","Producer Prices","792","Türkiye","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2007","2007","7021","Annual value","USD","4344.2","A","Official figure"
"PP","Producer Prices","792","Türkiye","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2008","2008","7021","Annual value","USD","3926.2","A","Official figure"
"PP","Producer Prices","792","Türkiye","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2009","2009","7021","Annual value","USD","4367.7","A","Official figure"
"PP","Producer Prices","792","Türkiye","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2010","2010","7021","Annual value","USD","4714.5","A","Official figure"
"PP","Producer Prices","792","Türkiye","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2011","2011","7021","Annual value","USD","5233.6","A","Official figure"
"PP","Producer Prices","792","Türkiye","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2012","2012","7021","Annual value","USD","5119.6","A","Official figure"
"PP","Producer Prices","792","Türkiye","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","1991","1991","7021","Annual value","USD","4487.6","X","Figure from international organizations"
"PP","Producer Prices","792","Türkiye","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","1992","1992","7021","Annual value","USD","5002.3","X","Figure from international organizations"
"PP","Producer Prices","792","Türkiye","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","1993","1993","7021","Annual value","USD","5171.2","X","Figure from international organizations"
"PP","Producer Prices","792","Türkiye","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2016","2016","7021","Annual value","USD","8639.2","A","Official figure"
"PP","Producer Prices","792","Türkiye","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2017","2017","7021","Annual value","USD","8298.2","A","Official figure"
"PP","Producer Prices","792","Türkiye","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2018","2018","7021","Annual value","USD","6345.8","A","Official figure"
"PP","Producer Prices","792","Türkiye","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2019","2019","7021","Annual value","USD","6675.8","A","Official figure"
"PP","Producer Prices","792","Türkiye","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2020","2020","7021","Annual value","USD","6793.7","A","Official figure"
"PP","Producer Prices","826","United Kingdom of Great Britain and Northern Ireland","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","1991","1991","7021","Annual value","USD","2102.3","A","Official figure"
"PP","Producer Prices","826","United Kingdom of Great Britain and Northern Ireland","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","1992","1992","7021","Annual value","USD","2116.5","A","Official figure"
"PP","Producer Prices","826","United Kingdom of Great Britain and Northern Ireland","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","1993","1993","7021","Annual value","USD","1883.6","A","Official figure"
"PP","Producer Prices","826","United Kingdom of Great Britain and Northern Ireland","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","1994","1994","7021","Annual value","USD","2056.9","A","Official figure"
"PP","Producer Prices","826","United Kingdom of Great Britain and Northern Ireland","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","1995","1995","7021","Annual value","USD","1971","A","Official figure"
"PP","Producer Prices","826","United Kingdom of Great Britain and Northern Ireland","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","1996","1996","7021","Annual value","USD","2124","A","Official figure"
"PP","Producer Prices","826","United Kingdom of Great Britain and Northern Ireland","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","1997","1997","7021","Annual value","USD","2123.4","A","Official figure"
"PP","Producer Prices","826","United Kingdom of Great Britain and Northern Ireland","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","1998","1998","7021","Annual value","USD","2414.7","A","Official figure"
"PP","Producer Prices","826","United Kingdom of Great Britain and Northern Ireland","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","1999","1999","7021","Annual value","USD","1801.7","A","Official figure"
"PP","Producer Prices","826","United Kingdom of Great Britain and Northern Ireland","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2000","2000","7021","Annual value","USD","1890.8","A","Official figure"
"PP","Producer Prices","826","United Kingdom of Great Britain and Northern Ireland","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2001","2001","7021","Annual value","USD","1745.8","A","Official figure"
"PP","Producer Prices","826","United Kingdom of Great Britain and Northern Ireland","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2002","2002","7021","Annual value","USD","1548.7","A","Official figure"
"PP","Producer Prices","826","United Kingdom of Great Britain and Northern Ireland","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2003","2003","7021","Annual value","USD","1938.4","A","Official figure"
"PP","Producer Prices","826","United Kingdom of Great Britain and Northern Ireland","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2004","2004","7021","Annual value","USD","1956.8","A","Official figure"
"PP","Producer Prices","826","United Kingdom of Great Britain and Northern Ireland","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2005","2005","7021","Annual value","USD","1954.4","A","Official figure"
"PP","Producer Prices","826","United Kingdom of Great Britain and Northern Ireland","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2006","2006","7021","Annual value","USD","1851.1","A","Official figure"
"PP","Producer Prices","826","United Kingdom of Great Britain and Northern Ireland","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2007","2007","7021","Annual value","USD","2078","A","Official figure"
"PP","Producer Prices","826","United Kingdom of Great Britain and Northern Ireland","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2008","2008","7021","Annual value","USD","2741.7","A","Official figure"
"PP","Producer Prices","826","United Kingdom of Great Britain and Northern Ireland","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2009","2009","7021","Annual value","USD","2098.5","A","Official figure"
"PP","Producer Prices","826","United Kingdom of Great Britain and Northern Ireland","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2010","2010","7021","Annual value","USD","2102.9","A","Official figure"
"PP","Producer Prices","826","United Kingdom of Great Britain and Northern Ireland","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","1991","1991","7021","Annual value","USD","1576.7","A","Official figure"
"PP","Producer Prices","826","United Kingdom of Great Britain and Northern Ireland","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","1992","1992","7021","Annual value","USD","1588.3","A","Official figure"
"PP","Producer Prices","826","United Kingdom of Great Britain and Northern Ireland","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","1993","1993","7021","Annual value","USD","1397.7","A","Official figure"
"PP","Producer Prices","826","United Kingdom of Great Britain and Northern Ireland","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","1994","1994","7021","Annual value","USD","1585.6","A","Official figure"
"PP","Producer Prices","826","United Kingdom of Great Britain and Northern Ireland","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","1995","1995","7021","Annual value","USD","1595.4","A","Official figure"
"PP","Producer Prices","826","United Kingdom of Great Britain and Northern Ireland","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","1996","1996","7021","Annual value","USD","1748.8","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","1991","1991","7021","Annual value","USD","1101","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","1992","1992","7021","Annual value","USD","1080","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","1993","1993","7021","Annual value","USD","1118","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","1994","1994","7021","Annual value","USD","1158","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","1991","1991","7021","Annual value","USD","849","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","1992","1992","7021","Annual value","USD","831","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","1993","1993","7021","Annual value","USD","860","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","1994","1994","7021","Annual value","USD","891","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","1995","1995","7021","Annual value","USD","904","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","1996","1996","7021","Annual value","USD","955","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","1997","1997","7021","Annual value","USD","880","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","1998","1998","7021","Annual value","USD","838","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","1999","1999","7021","Annual value","USD","899","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2000","2000","7021","Annual value","USD","895","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2001","2001","7021","Annual value","USD","860","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2002","2002","7021","Annual value","USD","805","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2003","2003","7021","Annual value","USD","763","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2004","2004","7021","Annual value","USD","915","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2005","2005","7021","Annual value","USD","981","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2006","2006","7021","Annual value","USD","1058","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2007","2007","7021","Annual value","USD","1153","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2008","2008","7021","Annual value","USD","1252","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2009","2009","7021","Annual value","USD","1102","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2010","2010","7021","Annual value","USD","1356","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2011","2011","7021","Annual value","USD","1499","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2012","2012","7021","Annual value","USD","1585","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2013","2013","7021","Annual value","USD","1466","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2014","2014","7021","Annual value","USD","1614","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2015","2015","7021","Annual value","USD","1788","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2016","2016","7021","Annual value","USD","1819","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2017","2017","7021","Annual value","USD","1422","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2018","2018","7021","Annual value","USD","1124.4","A","Official figure"
"PP","Producer Prices","840","United States of America","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2019","2019","7021","Annual value","USD","1276.5","A","Official figure"
"PP","Producer Prices","862","Venezuela (Bolivarian Republic of)","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2006","2006","7021","Annual value","USD","2811.4","A","Official figure"
"PP","Producer Prices","862","Venezuela (Bolivarian Republic of)","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2007","2007","7021","Annual value","USD","2858.8","A","Official figure"
"PP","Producer Prices","862","Venezuela (Bolivarian Republic of)","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2008","2008","7021","Annual value","USD","3349.4","A","Official figure"
"PP","Producer Prices","862","Venezuela (Bolivarian Republic of)","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2009","2009","7021","Annual value","USD","3348.9","A","Official figure"
"PP","Producer Prices","862","Venezuela (Bolivarian Republic of)","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2010","2010","7021","Annual value","USD","2997.6","A","Official figure"
"PP","Producer Prices","862","Venezuela (Bolivarian Republic of)","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2011","2011","7021","Annual value","USD","2354.7","A","Official figure"
"PP","Producer Prices","862","Venezuela (Bolivarian Republic of)","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2012","2012","7021","Annual value","USD","2699.7","A","Official figure"
"PP","Producer Prices","862","Venezuela (Bolivarian Republic of)","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2013","2013","7021","Annual value","USD","2397.5","A","Official figure"
"PP","Producer Prices","862","Venezuela (Bolivarian Republic of)","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2014","2014","7021","Annual value","USD","6025.5","A","Official figure"
